"Data","Reservatório","Vazao"
2005-10-25,"TRÊS MARIAS",152.83
2005-10-26,"TRÊS MARIAS",162.52
2005-10-27,"TRÊS MARIAS",59.93
2005-10-28,"TRÊS MARIAS",160.2
2005-10-29,"TRÊS MARIAS",161.15
2005-10-30,"TRÊS MARIAS",160.2
2005-10-31,"TRÊS MARIAS",219.06
2005-11-01,"TRÊS MARIAS",485.09
2005-11-02,"TRÊS MARIAS",829.81
2005-11-03,"TRÊS MARIAS",355.28
2005-11-04,"TRÊS MARIAS",547.66
2005-11-05,"TRÊS MARIAS",531.89
2005-11-06,"TRÊS MARIAS",254.43
2005-11-07,"TRÊS MARIAS",282.37
2005-11-08,"TRÊS MARIAS",444.56
2005-11-09,"TRÊS MARIAS",640
2005-11-10,"TRÊS MARIAS",226.43
2005-11-11,"TRÊS MARIAS",851.91
2005-11-12,"TRÊS MARIAS",450.19
2005-11-13,"TRÊS MARIAS",437.19
2005-11-14,"TRÊS MARIAS",352.65
2005-11-15,"TRÊS MARIAS",355.33
2005-11-16,"TRÊS MARIAS",359.28
2005-11-17,"TRÊS MARIAS",449.19
2005-11-18,"TRÊS MARIAS",833.81
2005-11-19,"TRÊS MARIAS",829.81
2005-11-20,"TRÊS MARIAS",727.91
2005-11-21,"TRÊS MARIAS",811.44
2005-11-22,"TRÊS MARIAS",1016.57
2005-11-23,"TRÊS MARIAS",747.91
2005-11-24,"TRÊS MARIAS",923.72
2005-11-25,"TRÊS MARIAS",999.67
2005-11-26,"TRÊS MARIAS",1893
2005-11-27,"TRÊS MARIAS",1460.74
2005-11-28,"TRÊS MARIAS",1111.54
2005-11-29,"TRÊS MARIAS",1212.11
2005-11-30,"TRÊS MARIAS",1182.76
2005-12-01,"TRÊS MARIAS",930.55
2005-12-02,"TRÊS MARIAS",834.25
2005-12-03,"TRÊS MARIAS",728.91
2005-12-04,"TRÊS MARIAS",825.81
2005-12-05,"TRÊS MARIAS",830.13
2005-12-06,"TRÊS MARIAS",926.55
2005-12-07,"TRÊS MARIAS",1788.89
2005-12-08,"TRÊS MARIAS",1412.4
2005-12-09,"TRÊS MARIAS",1398.32
2005-12-10,"TRÊS MARIAS",1384.2
2005-12-11,"TRÊS MARIAS",2198.56
2005-12-12,"TRÊS MARIAS",2180.56
2005-12-13,"TRÊS MARIAS",1913.55
2005-12-14,"TRÊS MARIAS",2233.67
2005-12-15,"TRÊS MARIAS",4263.78
2005-12-16,"TRÊS MARIAS",3166.04
2005-12-17,"TRÊS MARIAS",2698.48
2005-12-18,"TRÊS MARIAS",2219.57
2005-12-19,"TRÊS MARIAS",1791.55
2005-12-20,"TRÊS MARIAS",1768.88
2005-12-21,"TRÊS MARIAS",1602
2005-12-22,"TRÊS MARIAS",1392.02
2005-12-23,"TRÊS MARIAS",1142.68
2005-12-24,"TRÊS MARIAS",1172.97
2005-12-25,"TRÊS MARIAS",1227
2005-12-26,"TRÊS MARIAS",1068.11
2005-12-27,"TRÊS MARIAS",1027.44
2005-12-28,"TRÊS MARIAS",902.97
2005-12-29,"TRÊS MARIAS",1106.56
2005-12-30,"TRÊS MARIAS",881.33
2005-12-31,"TRÊS MARIAS",874.39
