"Data","Reservatório","Vazao"
2002-06-25,"TRÊS MARIAS",313.67
2002-06-26,"TRÊS MARIAS",126.74
2002-06-27,"TRÊS MARIAS",126.94
2002-06-28,"TRÊS MARIAS",229.45
2002-06-29,"TRÊS MARIAS",127.06
2002-06-30,"TRÊS MARIAS",224.85
2002-07-01,"TRÊS MARIAS",120.23
2002-07-02,"TRÊS MARIAS",224.28
2002-07-03,"TRÊS MARIAS",223.85
2002-07-04,"TRÊS MARIAS",117.23
2002-07-05,"TRÊS MARIAS",223.28
2002-07-06,"TRÊS MARIAS",127.74
2002-07-07,"TRÊS MARIAS",89.43
2002-07-08,"TRÊS MARIAS",214.28
2002-07-09,"TRÊS MARIAS",115.43
2002-07-10,"TRÊS MARIAS",116.74
2002-07-11,"TRÊS MARIAS",408.09
2002-07-12,"TRÊS MARIAS",117.74
2002-07-13,"TRÊS MARIAS",116.43
2002-07-14,"TRÊS MARIAS",219.28
2002-07-15,"TRÊS MARIAS",118.43
2002-07-16,"TRÊS MARIAS",208.65
2002-07-17,"TRÊS MARIAS",218.28
2002-07-18,"TRÊS MARIAS",211.65
2002-07-19,"TRÊS MARIAS",116.43
2002-07-20,"TRÊS MARIAS",123.37
2002-07-21,"TRÊS MARIAS",216.28
2002-07-22,"TRÊS MARIAS",20.52
2002-07-23,"TRÊS MARIAS",210.65
2002-07-24,"TRÊS MARIAS",212.28
2002-07-25,"TRÊS MARIAS",211.65
2002-07-26,"TRÊS MARIAS",110.43
2002-07-27,"TRÊS MARIAS",116.37
2002-07-28,"TRÊS MARIAS",119.37
2002-07-29,"TRÊS MARIAS",14.2
2002-07-30,"TRÊS MARIAS",217.96
2002-07-31,"TRÊS MARIAS",115.94
2002-08-01,"TRÊS MARIAS",108.23
2002-08-02,"TRÊS MARIAS",116.37
2002-08-03,"TRÊS MARIAS",116.37
2002-08-04,"TRÊS MARIAS",112.74
2002-08-05,"TRÊS MARIAS",106.15
2002-08-06,"TRÊS MARIAS",111.86
2002-08-07,"TRÊS MARIAS",25.68
2002-08-08,"TRÊS MARIAS",138.46
2002-08-09,"TRÊS MARIAS",147.63
2002-08-10,"TRÊS MARIAS",140.63
2002-08-11,"TRÊS MARIAS",155.91
2002-08-12,"TRÊS MARIAS",130.37
2002-08-13,"TRÊS MARIAS",32.46
2002-08-14,"TRÊS MARIAS",138.63
2002-08-15,"TRÊS MARIAS",131.69
2002-08-16,"TRÊS MARIAS",117.41
2002-08-17,"TRÊS MARIAS",67.19
2002-08-18,"TRÊS MARIAS",82.13
2002-08-19,"TRÊS MARIAS",72.87
2002-08-20,"TRÊS MARIAS",37.63
2002-08-21,"TRÊS MARIAS",20.37
2002-08-22,"TRÊS MARIAS",26.31
2002-08-23,"TRÊS MARIAS",40
2002-08-24,"TRÊS MARIAS",50
2002-08-25,"TRÊS MARIAS",60
2002-08-26,"TRÊS MARIAS",60
2002-08-27,"TRÊS MARIAS",60
2002-08-28,"TRÊS MARIAS",60
2002-08-29,"TRÊS MARIAS",65
2002-08-30,"TRÊS MARIAS",65
2002-08-31,"TRÊS MARIAS",65
2002-09-01,"TRÊS MARIAS",65
2002-09-02,"TRÊS MARIAS",70
2002-09-03,"TRÊS MARIAS",80
2002-09-04,"TRÊS MARIAS",85
2002-09-05,"TRÊS MARIAS",85
2002-09-06,"TRÊS MARIAS",85
2002-09-07,"TRÊS MARIAS",85
2002-09-08,"TRÊS MARIAS",90
2002-09-09,"TRÊS MARIAS",90
2002-09-10,"TRÊS MARIAS",95
2002-09-11,"TRÊS MARIAS",95
2002-09-12,"TRÊS MARIAS",120
2002-09-13,"TRÊS MARIAS",150.33
2002-09-14,"TRÊS MARIAS",108.26
2002-09-15,"TRÊS MARIAS",188.39
2002-09-16,"TRÊS MARIAS",98.2
2002-09-17,"TRÊS MARIAS",107
2002-09-18,"TRÊS MARIAS",100.14
2002-09-19,"TRÊS MARIAS",61.06
2002-09-20,"TRÊS MARIAS",97.89
2002-09-21,"TRÊS MARIAS",88.2
2002-09-22,"TRÊS MARIAS",249.67
2002-09-23,"TRÊS MARIAS",237.06
2002-09-24,"TRÊS MARIAS",281.43
2002-09-25,"TRÊS MARIAS",470
2002-09-26,"TRÊS MARIAS",158.16
2002-09-27,"TRÊS MARIAS",172.39
2002-09-28,"TRÊS MARIAS",20.5
2002-09-29,"TRÊS MARIAS",326.06
2002-09-30,"TRÊS MARIAS",172.28
2002-10-01,"TRÊS MARIAS",189.55
2002-10-02,"TRÊS MARIAS",151.39
2002-10-03,"TRÊS MARIAS",85.77
2002-10-04,"TRÊS MARIAS",43
2002-10-05,"TRÊS MARIAS",120.77
2002-10-06,"TRÊS MARIAS",195.39
2002-10-07,"TRÊS MARIAS",40.5
2002-10-08,"TRÊS MARIAS",37.38
2002-10-09,"TRÊS MARIAS",53.39
2002-10-10,"TRÊS MARIAS",76.07
2002-10-11,"TRÊS MARIAS",73.96
2002-10-12,"TRÊS MARIAS",70.07
2002-10-13,"TRÊS MARIAS",70.19
2002-10-14,"TRÊS MARIAS",72.76
2002-10-15,"TRÊS MARIAS",69.76
2002-10-16,"TRÊS MARIAS",69.76
2002-10-17,"TRÊS MARIAS",63.64
2002-10-18,"TRÊS MARIAS",62
2002-10-19,"TRÊS MARIAS",62
2002-10-20,"TRÊS MARIAS",62
2002-10-21,"TRÊS MARIAS",60
2002-10-22,"TRÊS MARIAS",60
2002-10-23,"TRÊS MARIAS",58
2002-10-24,"TRÊS MARIAS",58
2002-10-25,"TRÊS MARIAS",58
2002-10-26,"TRÊS MARIAS",60
2002-10-27,"TRÊS MARIAS",60
2002-10-28,"TRÊS MARIAS",62
2002-10-29,"TRÊS MARIAS",62
2002-10-30,"TRÊS MARIAS",64
2002-10-31,"TRÊS MARIAS",68
2002-11-01,"TRÊS MARIAS",70
2002-11-02,"TRÊS MARIAS",231.21
2002-11-03,"TRÊS MARIAS",198.78
2002-11-04,"TRÊS MARIAS",158.7
2002-11-05,"TRÊS MARIAS",567.63
2002-11-06,"TRÊS MARIAS",1031.89
2002-11-07,"TRÊS MARIAS",334.35
2002-11-08,"TRÊS MARIAS",176.46
2002-11-09,"TRÊS MARIAS",290.16
2002-11-10,"TRÊS MARIAS",362.35
2002-11-11,"TRÊS MARIAS",248.08
2002-11-12,"TRÊS MARIAS",437.05
2002-11-13,"TRÊS MARIAS",371.35
2002-11-14,"TRÊS MARIAS",165.76
2002-11-15,"TRÊS MARIAS",226.98
2002-11-16,"TRÊS MARIAS",214.09
2002-11-17,"TRÊS MARIAS",233.08
2002-11-18,"TRÊS MARIAS",103.28
2002-11-19,"TRÊS MARIAS",329.17
2002-11-20,"TRÊS MARIAS",133.41
2002-11-21,"TRÊS MARIAS",332.17
2002-11-22,"TRÊS MARIAS",597.37
2002-11-23,"TRÊS MARIAS",525.61
2002-11-24,"TRÊS MARIAS",396.3
2002-11-25,"TRÊS MARIAS",391.98
2002-11-26,"TRÊS MARIAS",377.3
2002-11-27,"TRÊS MARIAS",458.11
2002-11-28,"TRÊS MARIAS",360.98
2002-11-29,"TRÊS MARIAS",395.3
2002-11-30,"TRÊS MARIAS",261.35
2002-12-01,"TRÊS MARIAS",255.72
2002-12-02,"TRÊS MARIAS",257.35
2002-12-03,"TRÊS MARIAS",190.54
2002-12-04,"TRÊS MARIAS",224.85
2002-12-05,"TRÊS MARIAS",70.17
2002-12-06,"TRÊS MARIAS",18.56
2002-12-07,"TRÊS MARIAS",190.17
2002-12-08,"TRÊS MARIAS",248.04
2002-12-09,"TRÊS MARIAS",416.65
2002-12-10,"TRÊS MARIAS",806.61
2002-12-11,"TRÊS MARIAS",831.74
2002-12-12,"TRÊS MARIAS",659.13
2002-12-13,"TRÊS MARIAS",888.61
2002-12-14,"TRÊS MARIAS",2279.5
2002-12-15,"TRÊS MARIAS",1830.11
2002-12-16,"TRÊS MARIAS",1589.98
2002-12-17,"TRÊS MARIAS",1583.93
2002-12-18,"TRÊS MARIAS",1308.59
2002-12-19,"TRÊS MARIAS",1267.59
2002-12-20,"TRÊS MARIAS",1185.96
2002-12-21,"TRÊS MARIAS",1122.15
2002-12-22,"TRÊS MARIAS",1114.2
2002-12-23,"TRÊS MARIAS",793.13
2002-12-24,"TRÊS MARIAS",861.26
2002-12-25,"TRÊS MARIAS",879.07
2002-12-26,"TRÊS MARIAS",1194.72
2002-12-27,"TRÊS MARIAS",792.44
2002-12-28,"TRÊS MARIAS",749.81
2002-12-29,"TRÊS MARIAS",792.14
2002-12-30,"TRÊS MARIAS",678
2002-12-31,"TRÊS MARIAS",873.5
2003-01-01,"TRÊS MARIAS",1093.35
2003-01-02,"TRÊS MARIAS",948.52
2003-01-03,"TRÊS MARIAS",988.65
2003-01-04,"TRÊS MARIAS",1429
2003-01-05,"TRÊS MARIAS",1562.94
2003-01-06,"TRÊS MARIAS",1291.5
2003-01-07,"TRÊS MARIAS",1574.26
2003-01-08,"TRÊS MARIAS",1473.13
2003-01-09,"TRÊS MARIAS",1503.99
2003-01-10,"TRÊS MARIAS",1685.78
2003-01-11,"TRÊS MARIAS",1263.3
2003-01-12,"TRÊS MARIAS",1138.67
2003-01-13,"TRÊS MARIAS",1271.5
2003-01-14,"TRÊS MARIAS",1137.6
2003-01-15,"TRÊS MARIAS",1479.31
2003-01-16,"TRÊS MARIAS",1418.13
2003-01-17,"TRÊS MARIAS",1669.96
2003-01-18,"TRÊS MARIAS",1757.09
2003-01-19,"TRÊS MARIAS",2164.11
2003-01-20,"TRÊS MARIAS",3034.02
2003-01-21,"TRÊS MARIAS",2429.85
2003-01-22,"TRÊS MARIAS",2203.63
2003-01-23,"TRÊS MARIAS",2157.63
2003-01-24,"TRÊS MARIAS",2150.27
2003-01-25,"TRÊS MARIAS",1998.73
2003-01-26,"TRÊS MARIAS",1724.22
2003-01-27,"TRÊS MARIAS",1404.89
2003-01-28,"TRÊS MARIAS",1476.89
2003-01-29,"TRÊS MARIAS",1643.06
2003-01-30,"TRÊS MARIAS",1955.61
2003-01-31,"TRÊS MARIAS",1857.41
2003-02-01,"TRÊS MARIAS",1934.68
2003-02-02,"TRÊS MARIAS",2166.08
2003-02-03,"TRÊS MARIAS",1851.35
2003-02-04,"TRÊS MARIAS",1471.95
2003-02-05,"TRÊS MARIAS",1469.4
2003-02-06,"TRÊS MARIAS",1398.56
2003-02-07,"TRÊS MARIAS",1268.5
2003-02-08,"TRÊS MARIAS",1204.77
2003-02-09,"TRÊS MARIAS",1193.43
2003-02-10,"TRÊS MARIAS",1118.24
2003-02-11,"TRÊS MARIAS",1145.89
2003-02-12,"TRÊS MARIAS",831.83
2003-02-13,"TRÊS MARIAS",931.43
2003-02-14,"TRÊS MARIAS",845.67
2003-02-15,"TRÊS MARIAS",873.98
2003-02-16,"TRÊS MARIAS",1405.07
2003-02-17,"TRÊS MARIAS",803.06
2003-02-18,"TRÊS MARIAS",1018.94
2003-02-19,"TRÊS MARIAS",1567.15
2003-02-20,"TRÊS MARIAS",1818.15
2003-02-21,"TRÊS MARIAS",1083.89
2003-02-22,"TRÊS MARIAS",1015.93
2003-02-23,"TRÊS MARIAS",945
2003-02-24,"TRÊS MARIAS",778.33
2003-02-25,"TRÊS MARIAS",779.65
2003-02-26,"TRÊS MARIAS",691
2003-02-27,"TRÊS MARIAS",695
2003-02-28,"TRÊS MARIAS",521.02
2003-03-01,"TRÊS MARIAS",596.67
2003-03-02,"TRÊS MARIAS",530.33
2003-03-03,"TRÊS MARIAS",448.37
2003-03-04,"TRÊS MARIAS",577.3
2003-03-05,"TRÊS MARIAS",476.33
2003-03-06,"TRÊS MARIAS",493.33
2003-03-07,"TRÊS MARIAS",445.57
2003-03-08,"TRÊS MARIAS",636.47
2003-03-09,"TRÊS MARIAS",447.06
2003-03-10,"TRÊS MARIAS",707
2003-03-11,"TRÊS MARIAS",635.24
2003-03-12,"TRÊS MARIAS",722
2003-03-13,"TRÊS MARIAS",604.47
2003-03-14,"TRÊS MARIAS",955.94
2003-03-15,"TRÊS MARIAS",963.59
2003-03-16,"TRÊS MARIAS",1352.96
2003-03-17,"TRÊS MARIAS",766.18
2003-03-18,"TRÊS MARIAS",1982.8
2003-03-19,"TRÊS MARIAS",1458.5
2003-03-20,"TRÊS MARIAS",1420.59
2003-03-21,"TRÊS MARIAS",1177.87
2003-03-22,"TRÊS MARIAS",1340.31
2003-03-23,"TRÊS MARIAS",1258.31
2003-03-24,"TRÊS MARIAS",1042.28
2003-03-25,"TRÊS MARIAS",995.72
2003-03-26,"TRÊS MARIAS",1460.69
2003-03-27,"TRÊS MARIAS",810.81
2003-03-28,"TRÊS MARIAS",718
2003-03-29,"TRÊS MARIAS",718
2003-03-30,"TRÊS MARIAS",626.91
2003-03-31,"TRÊS MARIAS",636
2003-04-01,"TRÊS MARIAS",622.09
2003-04-02,"TRÊS MARIAS",278.37
2003-04-03,"TRÊS MARIAS",658
2003-04-04,"TRÊS MARIAS",486.81
2003-04-05,"TRÊS MARIAS",509
2003-04-06,"TRÊS MARIAS",497
2003-04-07,"TRÊS MARIAS",777.09
2003-04-08,"TRÊS MARIAS",502
2003-04-09,"TRÊS MARIAS",706.81
2003-04-10,"TRÊS MARIAS",500
2003-04-11,"TRÊS MARIAS",646.91
2003-04-12,"TRÊS MARIAS",510
2003-04-13,"TRÊS MARIAS",498
2003-04-14,"TRÊS MARIAS",500
2003-04-15,"TRÊS MARIAS",505
2003-04-16,"TRÊS MARIAS",511
2003-04-17,"TRÊS MARIAS",420.09
2003-04-18,"TRÊS MARIAS",412.09
2003-04-19,"TRÊS MARIAS",421.09
2003-04-20,"TRÊS MARIAS",411.09
2003-04-21,"TRÊS MARIAS",378.81
2003-04-22,"TRÊS MARIAS",504
2003-04-23,"TRÊS MARIAS",310.81
2003-04-24,"TRÊS MARIAS",310.5
2003-04-25,"TRÊS MARIAS",319.19
2003-04-26,"TRÊS MARIAS",325.19
2003-04-27,"TRÊS MARIAS",317.81
2003-04-28,"TRÊS MARIAS",324.81
2003-04-29,"TRÊS MARIAS",411.41
2003-04-30,"TRÊS MARIAS",344.19
2003-05-01,"TRÊS MARIAS",219.28
2003-05-02,"TRÊS MARIAS",310.81
2003-05-03,"TRÊS MARIAS",411.41
2003-05-04,"TRÊS MARIAS",164.91
2003-05-05,"TRÊS MARIAS",581.91
2003-05-06,"TRÊS MARIAS",309.19
2003-05-07,"TRÊS MARIAS",504
2003-05-08,"TRÊS MARIAS",397.09
2003-05-09,"TRÊS MARIAS",394.09
2003-05-10,"TRÊS MARIAS",406.09
2003-05-11,"TRÊS MARIAS",387.41
2003-05-12,"TRÊS MARIAS",318.81
2003-05-13,"TRÊS MARIAS",215.91
2003-05-14,"TRÊS MARIAS",218.28
2003-05-15,"TRÊS MARIAS",221.91
2003-05-16,"TRÊS MARIAS",406.41
2003-05-17,"TRÊS MARIAS",228.91
2003-05-18,"TRÊS MARIAS",218.28
2003-05-19,"TRÊS MARIAS",320.5
2003-05-20,"TRÊS MARIAS",231.22
2003-05-21,"TRÊS MARIAS",218.59
2003-05-22,"TRÊS MARIAS",310.19
2003-05-23,"TRÊS MARIAS",218.91
2003-05-24,"TRÊS MARIAS",310.81
2003-05-25,"TRÊS MARIAS",211.59
2003-05-26,"TRÊS MARIAS",210.28
2003-05-27,"TRÊS MARIAS",251.06
2003-05-28,"TRÊS MARIAS",169.04
2003-05-29,"TRÊS MARIAS",421.67
2003-05-30,"TRÊS MARIAS",253.57
2003-05-31,"TRÊS MARIAS",251.17
2003-06-01,"TRÊS MARIAS",336.59
2003-06-02,"TRÊS MARIAS",167.52
2003-06-03,"TRÊS MARIAS",251.06
2003-06-04,"TRÊS MARIAS",263.37
2003-06-05,"TRÊS MARIAS",256
2003-06-06,"TRÊS MARIAS",250.37
2003-06-07,"TRÊS MARIAS",331.7
2003-06-08,"TRÊS MARIAS",245.06
2003-06-09,"TRÊS MARIAS",242.06
2003-06-10,"TRÊS MARIAS",173.41
2003-06-11,"TRÊS MARIAS",252.69
2003-06-12,"TRÊS MARIAS",173.24
2003-06-13,"TRÊS MARIAS",246.17
2003-06-14,"TRÊS MARIAS",249.06
2003-06-15,"TRÊS MARIAS",254.06
2003-06-16,"TRÊS MARIAS",164.41
2003-06-17,"TRÊS MARIAS",248.69
2003-06-18,"TRÊS MARIAS",257
2003-06-19,"TRÊS MARIAS",159.41
2003-06-20,"TRÊS MARIAS",159.41
2003-06-21,"TRÊS MARIAS",163.41
2003-06-22,"TRÊS MARIAS",247.06
2003-06-23,"TRÊS MARIAS",170.67
2003-06-24,"TRÊS MARIAS",247.37
2003-06-25,"TRÊS MARIAS",69.46
2003-06-26,"TRÊS MARIAS",285.41
2003-06-27,"TRÊS MARIAS",205.06
2003-06-28,"TRÊS MARIAS",199.19
2003-06-29,"TRÊS MARIAS",207.13
2003-06-30,"TRÊS MARIAS",230.72
2003-07-01,"TRÊS MARIAS",152.56
2003-07-02,"TRÊS MARIAS",305.11
2003-07-03,"TRÊS MARIAS",152.13
2003-07-04,"TRÊS MARIAS",226
2003-07-05,"TRÊS MARIAS",228.4
2003-07-06,"TRÊS MARIAS",204.44
2003-07-07,"TRÊS MARIAS",198.56
2003-07-08,"TRÊS MARIAS",227.83
2003-07-09,"TRÊS MARIAS",149.7
2003-07-10,"TRÊS MARIAS",227
2003-07-11,"TRÊS MARIAS",227.83
2003-07-12,"TRÊS MARIAS",303.22
2003-07-13,"TRÊS MARIAS",152.44
2003-07-14,"TRÊS MARIAS",157.44
2003-07-15,"TRÊS MARIAS",129
2003-07-16,"TRÊS MARIAS",279.2
2003-07-17,"TRÊS MARIAS",134.06
2003-07-18,"TRÊS MARIAS",209.56
2003-07-19,"TRÊS MARIAS",218.44
2003-07-20,"TRÊS MARIAS",125.8
2003-07-21,"TRÊS MARIAS",256.4
2003-07-22,"TRÊS MARIAS",191.44
2003-07-23,"TRÊS MARIAS",117.06
2003-07-24,"TRÊS MARIAS",263.95
2003-07-25,"TRÊS MARIAS",196.44
2003-07-26,"TRÊS MARIAS",201.33
2003-07-27,"TRÊS MARIAS",64.78
2003-07-28,"TRÊS MARIAS",238.33
2003-07-29,"TRÊS MARIAS",133.06
2003-07-30,"TRÊS MARIAS",203.44
2003-07-31,"TRÊS MARIAS",116.06
2003-08-01,"TRÊS MARIAS",197.56
2003-08-02,"TRÊS MARIAS",91.06
2003-08-03,"TRÊS MARIAS",137.83
2003-08-04,"TRÊS MARIAS",138.06
2003-08-05,"TRÊS MARIAS",143.06
2003-08-06,"TRÊS MARIAS",220.33
2003-08-07,"TRÊS MARIAS",216.44
2003-08-08,"TRÊS MARIAS",115
2003-08-09,"TRÊS MARIAS",115
2003-08-10,"TRÊS MARIAS",68.78
2003-08-11,"TRÊS MARIAS",67.67
2003-08-12,"TRÊS MARIAS",145.06
2003-08-13,"TRÊS MARIAS",326.46
2003-08-14,"TRÊS MARIAS",90.61
2003-08-15,"TRÊS MARIAS",154.93
2003-08-16,"TRÊS MARIAS",113.79
2003-08-17,"TRÊS MARIAS",130.65
2003-08-18,"TRÊS MARIAS",118
2003-08-19,"TRÊS MARIAS",59.3
2003-08-20,"TRÊS MARIAS",218.39
2003-08-21,"TRÊS MARIAS",67.3
2003-08-22,"TRÊS MARIAS",183.39
2003-08-23,"TRÊS MARIAS",110.69
2003-08-24,"TRÊS MARIAS",66.35
2003-08-25,"TRÊS MARIAS",273.95
2003-08-26,"TRÊS MARIAS",179.39
2003-08-27,"TRÊS MARIAS",24.3
2003-08-28,"TRÊS MARIAS",181.39
2003-08-29,"TRÊS MARIAS",331.85
2003-08-30,"TRÊS MARIAS",255.83
2003-08-31,"TRÊS MARIAS",85.35
2003-09-01,"TRÊS MARIAS",108.12
2003-09-02,"TRÊS MARIAS",229.22
2003-09-03,"TRÊS MARIAS",172.35
2003-09-04,"TRÊS MARIAS",152.78
2003-09-05,"TRÊS MARIAS",222.22
2003-09-06,"TRÊS MARIAS",155.04
2003-09-07,"TRÊS MARIAS",123.54
2003-09-08,"TRÊS MARIAS",167.78
2003-09-09,"TRÊS MARIAS",172.78
2003-09-10,"TRÊS MARIAS",144.59
2003-09-11,"TRÊS MARIAS",119.65
2003-09-12,"TRÊS MARIAS",106.53
2003-09-13,"TRÊS MARIAS",266.6
2003-09-14,"TRÊS MARIAS",86.89
2003-09-15,"TRÊS MARIAS",45.15
2003-09-16,"TRÊS MARIAS",289.98
2003-09-17,"TRÊS MARIAS",89.33
2003-09-18,"TRÊS MARIAS",103.33
2003-09-19,"TRÊS MARIAS",122.91
2003-09-20,"TRÊS MARIAS",117.53
2003-09-21,"TRÊS MARIAS",105.26
2003-09-22,"TRÊS MARIAS",111.59
2003-09-23,"TRÊS MARIAS",121.22
2003-09-24,"TRÊS MARIAS",120.91
2003-09-25,"TRÊS MARIAS",46.72
2003-09-26,"TRÊS MARIAS",71.21
2003-09-27,"TRÊS MARIAS",49.4
2003-09-28,"TRÊS MARIAS",192.73
2003-09-29,"TRÊS MARIAS",56.46
2003-09-30,"TRÊS MARIAS",45.15
2003-10-01,"TRÊS MARIAS",89.98
2003-10-02,"TRÊS MARIAS",71.26
2003-10-03,"TRÊS MARIAS",76.46
2003-10-04,"TRÊS MARIAS",88.46
2003-10-05,"TRÊS MARIAS",11.02
2003-10-06,"TRÊS MARIAS",54.54
2003-10-07,"TRÊS MARIAS",123.67
2003-10-08,"TRÊS MARIAS",87.91
2003-10-09,"TRÊS MARIAS",85.91
2003-10-10,"TRÊS MARIAS",104.22
2003-10-11,"TRÊS MARIAS",102.54
2003-10-12,"TRÊS MARIAS",14.54
2003-10-13,"TRÊS MARIAS",83.72
2003-10-14,"TRÊS MARIAS",24.09
2003-10-15,"TRÊS MARIAS",154.48
2003-10-16,"TRÊS MARIAS",65.54
2003-10-17,"TRÊS MARIAS",19.09
2003-10-18,"TRÊS MARIAS",30.8
2003-10-19,"TRÊS MARIAS",118.78
2003-10-20,"TRÊS MARIAS",115.78
2003-10-21,"TRÊS MARIAS",90.91
2003-10-22,"TRÊS MARIAS",152.78
2003-10-23,"TRÊS MARIAS",119.78
2003-10-24,"TRÊS MARIAS",185.78
2003-10-25,"TRÊS MARIAS",82.91
2003-10-26,"TRÊS MARIAS",71.91
2003-10-27,"TRÊS MARIAS",106.78
2003-10-28,"TRÊS MARIAS",91.91
2003-10-29,"TRÊS MARIAS",124.78
2003-10-30,"TRÊS MARIAS",60.91
2003-10-31,"TRÊS MARIAS",122.78
2003-11-01,"TRÊS MARIAS",57.04
2003-11-02,"TRÊS MARIAS",318.39
2003-11-03,"TRÊS MARIAS",194.96
2003-11-04,"TRÊS MARIAS",72.3
2003-11-05,"TRÊS MARIAS",89.48
2003-11-06,"TRÊS MARIAS",254.52
2003-11-07,"TRÊS MARIAS",206.22
2003-11-08,"TRÊS MARIAS",193.65
2003-11-09,"TRÊS MARIAS",105.48
2003-11-10,"TRÊS MARIAS",143.72
2003-11-11,"TRÊS MARIAS",261.15
2003-11-12,"TRÊS MARIAS",203.28
2003-11-13,"TRÊS MARIAS",220.59
2003-11-14,"TRÊS MARIAS",96.17
2003-11-15,"TRÊS MARIAS",204.96
2003-11-16,"TRÊS MARIAS",151.35
2003-11-17,"TRÊS MARIAS",143.09
2003-11-18,"TRÊS MARIAS",208.91
2003-11-19,"TRÊS MARIAS",200.96
2003-11-20,"TRÊS MARIAS",165.04
2003-11-21,"TRÊS MARIAS",320.39
2003-11-22,"TRÊS MARIAS",444.44
2003-11-23,"TRÊS MARIAS",205.22
2003-11-24,"TRÊS MARIAS",213.22
2003-11-25,"TRÊS MARIAS",207.22
2003-11-26,"TRÊS MARIAS",211.22
2003-11-27,"TRÊS MARIAS",302.78
2003-11-28,"TRÊS MARIAS",206.65
2003-11-29,"TRÊS MARIAS",179.67
2003-11-30,"TRÊS MARIAS",273.78
2003-12-01,"TRÊS MARIAS",720.22
2003-12-02,"TRÊS MARIAS",878.07
2003-12-03,"TRÊS MARIAS",946.39
2003-12-04,"TRÊS MARIAS",941.44
2003-12-05,"TRÊS MARIAS",1052.56
2003-12-06,"TRÊS MARIAS",893.46
2003-12-07,"TRÊS MARIAS",2020.78
2003-12-08,"TRÊS MARIAS",1508.52
2003-12-09,"TRÊS MARIAS",1405.04
2003-12-10,"TRÊS MARIAS",1168.24
2003-12-11,"TRÊS MARIAS",902.46
2003-12-12,"TRÊS MARIAS",779.78
2003-12-13,"TRÊS MARIAS",802.35
2003-12-14,"TRÊS MARIAS",558.56
2003-12-15,"TRÊS MARIAS",501
2003-12-16,"TRÊS MARIAS",442.44
2003-12-17,"TRÊS MARIAS",440.13
2003-12-18,"TRÊS MARIAS",281.52
2003-12-19,"TRÊS MARIAS",384.89
2003-12-20,"TRÊS MARIAS",329.33
2003-12-21,"TRÊS MARIAS",323.39
2003-12-22,"TRÊS MARIAS",325.7
2003-12-23,"TRÊS MARIAS",275.78
2003-12-24,"TRÊS MARIAS",438.13
2003-12-25,"TRÊS MARIAS",325.39
2003-12-26,"TRÊS MARIAS",494
2003-12-27,"TRÊS MARIAS",441.13
2003-12-28,"TRÊS MARIAS",1125
2003-12-29,"TRÊS MARIAS",615.74
2003-12-30,"TRÊS MARIAS",440.13
2003-12-31,"TRÊS MARIAS",436.13
2004-01-01,"TRÊS MARIAS",604.74
2004-01-02,"TRÊS MARIAS",778.41
2004-01-03,"TRÊS MARIAS",781.72
2004-01-04,"TRÊS MARIAS",892.52
2004-01-05,"TRÊS MARIAS",1134.57
2004-01-06,"TRÊS MARIAS",899.09
2004-01-07,"TRÊS MARIAS",1131.57
2004-01-08,"TRÊS MARIAS",958.96
2004-01-09,"TRÊS MARIAS",840.22
2004-01-10,"TRÊS MARIAS",956.96
2004-01-11,"TRÊS MARIAS",1883.89
2004-01-12,"TRÊS MARIAS",2075.02
2004-01-13,"TRÊS MARIAS",2797.19
2004-01-14,"TRÊS MARIAS",2264.41
2004-01-15,"TRÊS MARIAS",2262.78
2004-01-16,"TRÊS MARIAS",2152.24
2004-01-17,"TRÊS MARIAS",1906.18
2004-01-18,"TRÊS MARIAS",1502.52
2004-01-19,"TRÊS MARIAS",1306.13
2004-01-20,"TRÊS MARIAS",1035.78
2004-01-21,"TRÊS MARIAS",900.61
2004-01-22,"TRÊS MARIAS",891.78
2004-01-23,"TRÊS MARIAS",1991.12
2004-01-24,"TRÊS MARIAS",1034.3
2004-01-25,"TRÊS MARIAS",974.11
2004-01-26,"TRÊS MARIAS",965.05
2004-01-27,"TRÊS MARIAS",1034.04
2004-01-28,"TRÊS MARIAS",962.05
2004-01-29,"TRÊS MARIAS",894.15
2004-01-30,"TRÊS MARIAS",1198.67
2004-01-31,"TRÊS MARIAS",898.09
2004-02-01,"TRÊS MARIAS",839.22
2004-02-02,"TRÊS MARIAS",1046.56
2004-02-03,"TRÊS MARIAS",907.54
2004-02-04,"TRÊS MARIAS",846.11
2004-02-05,"TRÊS MARIAS",775.29
2004-02-06,"TRÊS MARIAS",706.02
2004-02-07,"TRÊS MARIAS",583.22
2004-02-08,"TRÊS MARIAS",1702.35
2004-02-09,"TRÊS MARIAS",1716.48
2004-02-10,"TRÊS MARIAS",1403.24
2004-02-11,"TRÊS MARIAS",2458.17
2004-02-12,"TRÊS MARIAS",2777.3
2004-02-13,"TRÊS MARIAS",1881.78
2004-02-14,"TRÊS MARIAS",1729
2004-02-15,"TRÊS MARIAS",1877.78
2004-02-16,"TRÊS MARIAS",2495.77
2004-02-17,"TRÊS MARIAS",1459.13
2004-02-18,"TRÊS MARIAS",1993.63
2004-02-19,"TRÊS MARIAS",1686.3
2004-02-20,"TRÊS MARIAS",2673.24
2004-02-21,"TRÊS MARIAS",2080.65
2004-02-22,"TRÊS MARIAS",2242.57
2004-02-23,"TRÊS MARIAS",3004.06
