"Data","Reservatório","Nivel"
"1/28/2005 ","TRÊS MARIAS",569.5
"1/29/2005 ","TRÊS MARIAS",569.57
"1/30/2005 ","TRÊS MARIAS",569.67
"1/31/2005 ","TRÊS MARIAS",569.7
"2/1/2005 ","TRÊS MARIAS",569.8
"2/2/2005 ","TRÊS MARIAS",569.92
"2/3/2005 ","TRÊS MARIAS",569.95
"2/4/2005 ","TRÊS MARIAS",569.95
"2/5/2005 ","TRÊS MARIAS",569.96
"2/6/2005 ","TRÊS MARIAS",569.93
"2/7/2005 ","TRÊS MARIAS",569.92
"2/8/2005 ","TRÊS MARIAS",569.92
"2/9/2005 ","TRÊS MARIAS",569.92
"2/10/2005 ","TRÊS MARIAS",569.9
"2/11/2005 ","TRÊS MARIAS",569.89
"2/12/2005 ","TRÊS MARIAS",569.9
"2/13/2005 ","TRÊS MARIAS",569.9
"2/14/2005 ","TRÊS MARIAS",569.92
"2/15/2005 ","TRÊS MARIAS",569.93
"2/16/2005 ","TRÊS MARIAS",569.94
"2/17/2005 ","TRÊS MARIAS",569.94
"2/18/2005 ","TRÊS MARIAS",569.94
"2/19/2005 ","TRÊS MARIAS",569.95
"2/20/2005 ","TRÊS MARIAS",569.95
"2/21/2005 ","TRÊS MARIAS",569.96
"2/22/2005 ","TRÊS MARIAS",569.99
"2/23/2005 ","TRÊS MARIAS",570.01
"2/24/2005 ","TRÊS MARIAS",570.01
"2/25/2005 ","TRÊS MARIAS",570.01
"2/26/2005 ","TRÊS MARIAS",570.02
"2/27/2005 ","TRÊS MARIAS",570.03
"2/28/2005 ","TRÊS MARIAS",570.06
"3/1/2005 ","TRÊS MARIAS",570.09
"3/2/2005 ","TRÊS MARIAS",570.26
"3/3/2005 ","TRÊS MARIAS",570.47
"3/4/2005 ","TRÊS MARIAS",570.67
"3/5/2005 ","TRÊS MARIAS",570.82
"3/6/2005 ","TRÊS MARIAS",570.9
"3/7/2005 ","TRÊS MARIAS",570.93
"3/8/2005 ","TRÊS MARIAS",570.99
"3/9/2005 ","TRÊS MARIAS",571.01
"3/10/2005 ","TRÊS MARIAS",571.01
"3/11/2005 ","TRÊS MARIAS",571.02
"3/12/2005 ","TRÊS MARIAS",571.04
"3/13/2005 ","TRÊS MARIAS",571.05
"3/14/2005 ","TRÊS MARIAS",571.05
"3/15/2005 ","TRÊS MARIAS",571.06
"3/16/2005 ","TRÊS MARIAS",571.11
"3/17/2005 ","TRÊS MARIAS",571.13
"3/18/2005 ","TRÊS MARIAS",571.16
"3/19/2005 ","TRÊS MARIAS",571.18
"3/20/2005 ","TRÊS MARIAS",571.25
"3/21/2005 ","TRÊS MARIAS",571.31
"3/22/2005 ","TRÊS MARIAS",571.35
"3/23/2005 ","TRÊS MARIAS",571.36
"3/24/2005 ","TRÊS MARIAS",571.37
"3/25/2005 ","TRÊS MARIAS",571.39
"3/26/2005 ","TRÊS MARIAS",571.42
"3/27/2005 ","TRÊS MARIAS",571.45
"3/28/2005 ","TRÊS MARIAS",571.47
"3/29/2005 ","TRÊS MARIAS",571.49
"3/30/2005 ","TRÊS MARIAS",571.51
"3/31/2005 ","TRÊS MARIAS",571.52
"4/1/2005 ","TRÊS MARIAS",571.52
"4/2/2005 ","TRÊS MARIAS",571.52
"4/3/2005 ","TRÊS MARIAS",571.52
"4/4/2005 ","TRÊS MARIAS",571.52
"4/5/2005 ","TRÊS MARIAS",571.52
"4/6/2005 ","TRÊS MARIAS",571.52
"4/7/2005 ","TRÊS MARIAS",571.52
"4/8/2005 ","TRÊS MARIAS",571.52
"4/9/2005 ","TRÊS MARIAS",571.53
"4/10/2005 ","TRÊS MARIAS",571.53
"4/11/2005 ","TRÊS MARIAS",571.54
"4/12/2005 ","TRÊS MARIAS",571.54
"4/13/2005 ","TRÊS MARIAS",571.54
"4/14/2005 ","TRÊS MARIAS",571.54
"4/15/2005 ","TRÊS MARIAS",571.54
"4/16/2005 ","TRÊS MARIAS",571.54
"4/17/2005 ","TRÊS MARIAS",571.54
"4/18/2005 ","TRÊS MARIAS",571.54
"4/19/2005 ","TRÊS MARIAS",571.54
"4/20/2005 ","TRÊS MARIAS",571.54
"4/21/2005 ","TRÊS MARIAS",571.54
"4/22/2005 ","TRÊS MARIAS",571.54
"4/23/2005 ","TRÊS MARIAS",571.54
"4/24/2005 ","TRÊS MARIAS",571.54
"4/25/2005 ","TRÊS MARIAS",571.54
"4/26/2005 ","TRÊS MARIAS",571.55
"4/27/2005 ","TRÊS MARIAS",571.54
"4/28/2005 ","TRÊS MARIAS",571.51
"4/29/2005 ","TRÊS MARIAS",571.5
"4/30/2005 ","TRÊS MARIAS",571.62
"5/1/2005 ","TRÊS MARIAS",571.68
"5/2/2005 ","TRÊS MARIAS",571.68
"5/3/2005 ","TRÊS MARIAS",571.69
"5/4/2005 ","TRÊS MARIAS",571.7
"5/5/2005 ","TRÊS MARIAS",571.71
"5/6/2005 ","TRÊS MARIAS",571.71
"5/7/2005 ","TRÊS MARIAS",571.7
"5/8/2005 ","TRÊS MARIAS",571.7
"5/9/2005 ","TRÊS MARIAS",571.69
"5/10/2005 ","TRÊS MARIAS",571.68
"5/11/2005 ","TRÊS MARIAS",571.68
"5/12/2005 ","TRÊS MARIAS",571.66
"5/13/2005 ","TRÊS MARIAS",571.65
"5/14/2005 ","TRÊS MARIAS",571.65
"5/15/2005 ","TRÊS MARIAS",571.63
"5/16/2005 ","TRÊS MARIAS",571.63
"5/17/2005 ","TRÊS MARIAS",571.62
"5/18/2005 ","TRÊS MARIAS",571.6
"5/19/2005 ","TRÊS MARIAS",571.58
"5/20/2005 ","TRÊS MARIAS",571.57
"5/21/2005 ","TRÊS MARIAS",571.56
"5/22/2005 ","TRÊS MARIAS",571.55
"5/23/2005 ","TRÊS MARIAS",571.54
"5/24/2005 ","TRÊS MARIAS",571.52
"5/25/2005 ","TRÊS MARIAS",571.52
"5/26/2005 ","TRÊS MARIAS",571.54
"5/27/2005 ","TRÊS MARIAS",571.54
"5/28/2005 ","TRÊS MARIAS",571.55
"5/29/2005 ","TRÊS MARIAS",571.56
"5/30/2005 ","TRÊS MARIAS",571.56
"5/31/2005 ","TRÊS MARIAS",571.57
"6/1/2005 ","TRÊS MARIAS",571.57
"6/2/2005 ","TRÊS MARIAS",571.57
"6/3/2005 ","TRÊS MARIAS",571.55
"6/4/2005 ","TRÊS MARIAS",571.54
"6/5/2005 ","TRÊS MARIAS",571.53
"6/6/2005 ","TRÊS MARIAS",571.52
"6/7/2005 ","TRÊS MARIAS",571.51
"6/8/2005 ","TRÊS MARIAS",571.49
"6/9/2005 ","TRÊS MARIAS",571.48
"6/10/2005 ","TRÊS MARIAS",571.47
"6/11/2005 ","TRÊS MARIAS",571.45
"6/12/2005 ","TRÊS MARIAS",571.44
"6/13/2005 ","TRÊS MARIAS",571.42
"6/14/2005 ","TRÊS MARIAS",571.4
"6/15/2005 ","TRÊS MARIAS",571.39
"6/16/2005 ","TRÊS MARIAS",571.36
"6/17/2005 ","TRÊS MARIAS",571.33
"6/18/2005 ","TRÊS MARIAS",571.32
"6/19/2005 ","TRÊS MARIAS",571.3
"6/20/2005 ","TRÊS MARIAS",571.31
"6/21/2005 ","TRÊS MARIAS",571.29
"6/22/2005 ","TRÊS MARIAS",571.27
"6/23/2005 ","TRÊS MARIAS",571.25
"6/24/2005 ","TRÊS MARIAS",571.24
"6/25/2005 ","TRÊS MARIAS",571.23
"6/26/2005 ","TRÊS MARIAS",571.21
"6/27/2005 ","TRÊS MARIAS",571.19
"6/28/2005 ","TRÊS MARIAS",571.19
"6/29/2005 ","TRÊS MARIAS",571.17
"6/30/2005 ","TRÊS MARIAS",571.15
"7/1/2005 ","TRÊS MARIAS",571.12
"7/2/2005 ","TRÊS MARIAS",571.1
"7/3/2005 ","TRÊS MARIAS",571.08
"7/4/2005 ","TRÊS MARIAS",571.05
"7/5/2005 ","TRÊS MARIAS",571.03
"7/6/2005 ","TRÊS MARIAS",571.01
"7/7/2005 ","TRÊS MARIAS",570.99
"7/8/2005 ","TRÊS MARIAS",570.96
"7/9/2005 ","TRÊS MARIAS",570.93
"7/10/2005 ","TRÊS MARIAS",570.91
"7/11/2005 ","TRÊS MARIAS",570.87
"7/12/2005 ","TRÊS MARIAS",570.84
"7/13/2005 ","TRÊS MARIAS",570.8
"7/14/2005 ","TRÊS MARIAS",570.78
"7/15/2005 ","TRÊS MARIAS",570.75
"7/16/2005 ","TRÊS MARIAS",570.72
"7/17/2005 ","TRÊS MARIAS",570.69
"7/18/2005 ","TRÊS MARIAS",570.67
"7/19/2005 ","TRÊS MARIAS",570.64
"7/20/2005 ","TRÊS MARIAS",570.61
"7/21/2005 ","TRÊS MARIAS",570.56
"7/22/2005 ","TRÊS MARIAS",570.53
"7/23/2005 ","TRÊS MARIAS",570.51
"7/24/2005 ","TRÊS MARIAS",570.48
"7/25/2005 ","TRÊS MARIAS",570.46
"7/26/2005 ","TRÊS MARIAS",570.42
"7/27/2005 ","TRÊS MARIAS",570.4
"7/28/2005 ","TRÊS MARIAS",570.36
"7/29/2005 ","TRÊS MARIAS",570.34
"7/30/2005 ","TRÊS MARIAS",570.31
"7/31/2005 ","TRÊS MARIAS",570.27
"8/1/2005 ","TRÊS MARIAS",570.24
"8/2/2005 ","TRÊS MARIAS",570.2
"8/3/2005 ","TRÊS MARIAS",570.17
"8/4/2005 ","TRÊS MARIAS",570.13
"8/5/2005 ","TRÊS MARIAS",570.1
"8/6/2005 ","TRÊS MARIAS",570.06
"8/7/2005 ","TRÊS MARIAS",570.03
"8/8/2005 ","TRÊS MARIAS",569.99
"8/9/2005 ","TRÊS MARIAS",569.95
"8/10/2005 ","TRÊS MARIAS",569.92
"8/11/2005 ","TRÊS MARIAS",569.89
"8/12/2005 ","TRÊS MARIAS",569.85
"8/13/2005 ","TRÊS MARIAS",569.81
"8/14/2005 ","TRÊS MARIAS",569.78
"8/15/2005 ","TRÊS MARIAS",569.75
"8/16/2005 ","TRÊS MARIAS",569.71
"8/17/2005 ","TRÊS MARIAS",569.67
"8/18/2005 ","TRÊS MARIAS",569.63
"8/19/2005 ","TRÊS MARIAS",569.59
"8/20/2005 ","TRÊS MARIAS",569.55
"8/21/2005 ","TRÊS MARIAS",569.52
"8/22/2005 ","TRÊS MARIAS",569.47
"8/23/2005 ","TRÊS MARIAS",569.43
"8/24/2005 ","TRÊS MARIAS",569.39
"8/25/2005 ","TRÊS MARIAS",569.35
"8/26/2005 ","TRÊS MARIAS",569.31
"8/27/2005 ","TRÊS MARIAS",569.27
"8/28/2005 ","TRÊS MARIAS",569.24
"8/29/2005 ","TRÊS MARIAS",569.19
"8/30/2005 ","TRÊS MARIAS",569.16
"8/31/2005 ","TRÊS MARIAS",569.11
"9/1/2005 ","TRÊS MARIAS",569.08
"9/2/2005 ","TRÊS MARIAS",569.05
"9/3/2005 ","TRÊS MARIAS",568.99
"9/4/2005 ","TRÊS MARIAS",568.96
"9/5/2005 ","TRÊS MARIAS",568.91
"9/6/2005 ","TRÊS MARIAS",568.88
"9/7/2005 ","TRÊS MARIAS",568.83
"9/8/2005 ","TRÊS MARIAS",568.79
"9/9/2005 ","TRÊS MARIAS",568.75
"9/10/2005 ","TRÊS MARIAS",568.7
"9/11/2005 ","TRÊS MARIAS",568.66
"9/12/2005 ","TRÊS MARIAS",568.62
"9/13/2005 ","TRÊS MARIAS",568.59
"9/14/2005 ","TRÊS MARIAS",568.56
"9/15/2005 ","TRÊS MARIAS",568.53
"9/16/2005 ","TRÊS MARIAS",568.5
"9/17/2005 ","TRÊS MARIAS",568.47
"9/18/2005 ","TRÊS MARIAS",568.42
"9/19/2005 ","TRÊS MARIAS",568.38
"9/20/2005 ","TRÊS MARIAS",568.34
"9/21/2005 ","TRÊS MARIAS",568.31
"9/22/2005 ","TRÊS MARIAS",568.27
"9/23/2005 ","TRÊS MARIAS",568.22
"9/24/2005 ","TRÊS MARIAS",568.18
"9/25/2005 ","TRÊS MARIAS",568.16
"9/26/2005 ","TRÊS MARIAS",568.12
"9/27/2005 ","TRÊS MARIAS",568.1
"9/28/2005 ","TRÊS MARIAS",568.05
"9/29/2005 ","TRÊS MARIAS",568.01
"9/30/2005 ","TRÊS MARIAS",567.97
"10/1/2005 ","TRÊS MARIAS",567.93
"10/2/2005 ","TRÊS MARIAS",567.89
"10/3/2005 ","TRÊS MARIAS",567.85
"10/4/2005 ","TRÊS MARIAS",567.81
"10/5/2005 ","TRÊS MARIAS",567.76
"10/6/2005 ","TRÊS MARIAS",567.73
"10/7/2005 ","TRÊS MARIAS",567.67
"10/8/2005 ","TRÊS MARIAS",567.62
"10/9/2005 ","TRÊS MARIAS",567.57
"10/10/2005 ","TRÊS MARIAS",567.53
"10/11/2005 ","TRÊS MARIAS",567.48
"10/12/2005 ","TRÊS MARIAS",567.43
"10/13/2005 ","TRÊS MARIAS",567.38
"10/14/2005 ","TRÊS MARIAS",567.32
"10/15/2005 ","TRÊS MARIAS",567.27
"10/16/2005 ","TRÊS MARIAS",567.22
"10/17/2005 ","TRÊS MARIAS",567.17
"10/18/2005 ","TRÊS MARIAS",567.13
"10/19/2005 ","TRÊS MARIAS",567.08
"10/20/2005 ","TRÊS MARIAS",567.03
"10/21/2005 ","TRÊS MARIAS",566.98
"10/22/2005 ","TRÊS MARIAS",566.92
"10/23/2005 ","TRÊS MARIAS",566.87
"10/24/2005 ","TRÊS MARIAS",566.82
"10/25/2005 ","TRÊS MARIAS",566.77
"10/26/2005 ","TRÊS MARIAS",566.72
"10/27/2005 ","TRÊS MARIAS",566.66
"10/28/2005 ","TRÊS MARIAS",566.61
"10/29/2005 ","TRÊS MARIAS",566.56
"10/30/2005 ","TRÊS MARIAS",566.51
"10/31/2005 ","TRÊS MARIAS",566.47
"11/1/2005 ","TRÊS MARIAS",566.46
"11/2/2005 ","TRÊS MARIAS",566.48
"11/3/2005 ","TRÊS MARIAS",566.45
"11/4/2005 ","TRÊS MARIAS",566.44
"11/5/2005 ","TRÊS MARIAS",566.43
"11/6/2005 ","TRÊS MARIAS",566.39
"11/7/2005 ","TRÊS MARIAS",566.35
"11/8/2005 ","TRÊS MARIAS",566.33
"11/9/2005 ","TRÊS MARIAS",566.33
"11/10/2005 ","TRÊS MARIAS",566.29
"11/11/2005 ","TRÊS MARIAS",566.3
"11/12/2005 ","TRÊS MARIAS",566.28
"11/13/2005 ","TRÊS MARIAS",566.26
"11/14/2005 ","TRÊS MARIAS",566.23
"11/15/2005 ","TRÊS MARIAS",566.2
"11/16/2005 ","TRÊS MARIAS",566.17
"11/17/2005 ","TRÊS MARIAS",566.15
"11/18/2005 ","TRÊS MARIAS",566.17
"11/19/2005 ","TRÊS MARIAS",566.19
"11/20/2005 ","TRÊS MARIAS",566.2
"11/21/2005 ","TRÊS MARIAS",566.22
"11/22/2005 ","TRÊS MARIAS",566.26
"11/23/2005 ","TRÊS MARIAS",566.27
"11/24/2005 ","TRÊS MARIAS",566.3
"11/25/2005 ","TRÊS MARIAS",566.33
"11/26/2005 ","TRÊS MARIAS",566.46
"11/27/2005 ","TRÊS MARIAS",566.55
"11/28/2005 ","TRÊS MARIAS",566.6
"11/29/2005 ","TRÊS MARIAS",566.65
"11/30/2005 ","TRÊS MARIAS",566.71
"12/1/2005 ","TRÊS MARIAS",566.74
"12/2/2005 ","TRÊS MARIAS",566.76
"12/3/2005 ","TRÊS MARIAS",566.77
"12/4/2005 ","TRÊS MARIAS",566.79
"12/5/2005 ","TRÊS MARIAS",566.81
"12/6/2005 ","TRÊS MARIAS",566.84
"12/7/2005 ","TRÊS MARIAS",566.96
"12/8/2005 ","TRÊS MARIAS",567.04
"12/9/2005 ","TRÊS MARIAS",567.12
"12/10/2005 ","TRÊS MARIAS",567.2
"12/11/2005 ","TRÊS MARIAS",567.36
"12/12/2005 ","TRÊS MARIAS",567.52
"12/13/2005 ","TRÊS MARIAS",567.64
"12/14/2005 ","TRÊS MARIAS",567.8
"12/15/2005 ","TRÊS MARIAS",568.15
"12/16/2005 ","TRÊS MARIAS",568.37
"12/17/2005 ","TRÊS MARIAS",568.52
"12/18/2005 ","TRÊS MARIAS",568.61
"12/19/2005 ","TRÊS MARIAS",568.64
"12/20/2005 ","TRÊS MARIAS",568.66
"12/21/2005 ","TRÊS MARIAS",568.66
"12/22/2005 ","TRÊS MARIAS",568.63
"12/23/2005 ","TRÊS MARIAS",568.59
"12/24/2005 ","TRÊS MARIAS",568.55
"12/25/2005 ","TRÊS MARIAS",568.55
"12/26/2005 ","TRÊS MARIAS",568.51
"12/27/2005 ","TRÊS MARIAS",568.44
"12/28/2005 ","TRÊS MARIAS",568.4
"12/29/2005 ","TRÊS MARIAS",568.38
"12/30/2005 ","TRÊS MARIAS",568.35
"12/31/2005 ","TRÊS MARIAS",568.32
