"Data","Reservatório","Nivel"
"1/5/2002 ","TRÊS MARIAS",557.08
"1/6/2002 ","TRÊS MARIAS",557.21
"1/7/2002 ","TRÊS MARIAS",557.31
"1/8/2002 ","TRÊS MARIAS",557.44
"1/9/2002 ","TRÊS MARIAS",557.52
"1/10/2002 ","TRÊS MARIAS",557.58
"1/11/2002 ","TRÊS MARIAS",557.63
"1/12/2002 ","TRÊS MARIAS",557.67
"1/13/2002 ","TRÊS MARIAS",557.74
"1/14/2002 ","TRÊS MARIAS",557.74
"1/15/2002 ","TRÊS MARIAS",557.76
"1/16/2002 ","TRÊS MARIAS",557.79
"1/17/2002 ","TRÊS MARIAS",557.94
"1/18/2002 ","TRÊS MARIAS",558.17
"1/19/2002 ","TRÊS MARIAS",558.7
"1/20/2002 ","TRÊS MARIAS",558.94
"1/21/2002 ","TRÊS MARIAS",559.21
"1/22/2002 ","TRÊS MARIAS",559.4
"1/23/2002 ","TRÊS MARIAS",559.54
"1/24/2002 ","TRÊS MARIAS",559.65
"1/25/2002 ","TRÊS MARIAS",559.75
"1/26/2002 ","TRÊS MARIAS",559.84
"1/27/2002 ","TRÊS MARIAS",559.95
"1/28/2002 ","TRÊS MARIAS",560.05
"1/29/2002 ","TRÊS MARIAS",560.18
"1/30/2002 ","TRÊS MARIAS",560.28
"1/31/2002 ","TRÊS MARIAS",560.42
"2/1/2002 ","TRÊS MARIAS",560.54
"2/2/2002 ","TRÊS MARIAS",560.67
"2/3/2002 ","TRÊS MARIAS",560.83
"2/4/2002 ","TRÊS MARIAS",560.99
"2/5/2002 ","TRÊS MARIAS",561.09
"2/6/2002 ","TRÊS MARIAS",561.19
"2/7/2002 ","TRÊS MARIAS",561.33
"2/8/2002 ","TRÊS MARIAS",561.5
"2/9/2002 ","TRÊS MARIAS",561.65
"2/10/2002 ","TRÊS MARIAS",561.77
"2/11/2002 ","TRÊS MARIAS",561.98
"2/12/2002 ","TRÊS MARIAS",562.18
"2/13/2002 ","TRÊS MARIAS",562.34
"2/14/2002 ","TRÊS MARIAS",562.49
"2/15/2002 ","TRÊS MARIAS",562.64
"2/16/2002 ","TRÊS MARIAS",562.76
"2/17/2002 ","TRÊS MARIAS",562.92
"2/18/2002 ","TRÊS MARIAS",563.1
"2/19/2002 ","TRÊS MARIAS",563.45
"2/20/2002 ","TRÊS MARIAS",563.78
"2/21/2002 ","TRÊS MARIAS",564.03
"2/22/2002 ","TRÊS MARIAS",564.28
"2/23/2002 ","TRÊS MARIAS",564.49
"2/24/2002 ","TRÊS MARIAS",564.68
"2/25/2002 ","TRÊS MARIAS",564.92
"2/26/2002 ","TRÊS MARIAS",565.14
"2/27/2002 ","TRÊS MARIAS",565.32
"2/28/2002 ","TRÊS MARIAS",565.47
"3/1/2002 ","TRÊS MARIAS",565.6
"3/2/2002 ","TRÊS MARIAS",565.72
"3/3/2002 ","TRÊS MARIAS",565.83
"3/4/2002 ","TRÊS MARIAS",565.94
"3/5/2002 ","TRÊS MARIAS",566.05
"3/6/2002 ","TRÊS MARIAS",566.12
"3/7/2002 ","TRÊS MARIAS",566.2
"3/8/2002 ","TRÊS MARIAS",566.29
"3/9/2002 ","TRÊS MARIAS",566.35
"3/10/2002 ","TRÊS MARIAS",566.4
"3/11/2002 ","TRÊS MARIAS",566.45
"3/12/2002 ","TRÊS MARIAS",566.49
"3/13/2002 ","TRÊS MARIAS",566.52
"3/14/2002 ","TRÊS MARIAS",566.56
"3/15/2002 ","TRÊS MARIAS",566.6
"3/16/2002 ","TRÊS MARIAS",566.67
"3/17/2002 ","TRÊS MARIAS",566.72
"3/18/2002 ","TRÊS MARIAS",566.76
"3/19/2002 ","TRÊS MARIAS",566.82
"3/20/2002 ","TRÊS MARIAS",566.87
"3/21/2002 ","TRÊS MARIAS",566.94
"3/22/2002 ","TRÊS MARIAS",567.02
"3/23/2002 ","TRÊS MARIAS",567.11
"3/24/2002 ","TRÊS MARIAS",567.17
"3/25/2002 ","TRÊS MARIAS",567.27
"3/26/2002 ","TRÊS MARIAS",567.33
"3/27/2002 ","TRÊS MARIAS",567.39
"3/28/2002 ","TRÊS MARIAS",567.42
"3/29/2002 ","TRÊS MARIAS",567.47
"3/30/2002 ","TRÊS MARIAS",567.5
"3/31/2002 ","TRÊS MARIAS",567.54
"4/1/2002 ","TRÊS MARIAS",567.57
"4/2/2002 ","TRÊS MARIAS",567.6
"4/3/2002 ","TRÊS MARIAS",567.62
"4/4/2002 ","TRÊS MARIAS",567.64
"4/5/2002 ","TRÊS MARIAS",567.66
"4/6/2002 ","TRÊS MARIAS",567.67
"4/7/2002 ","TRÊS MARIAS",567.7
"4/8/2002 ","TRÊS MARIAS",567.7
"4/9/2002 ","TRÊS MARIAS",567.7
"4/10/2002 ","TRÊS MARIAS",567.72
"4/11/2002 ","TRÊS MARIAS",567.74
"4/12/2002 ","TRÊS MARIAS",567.76
"4/13/2002 ","TRÊS MARIAS",567.78
"4/14/2002 ","TRÊS MARIAS",567.78
"4/15/2002 ","TRÊS MARIAS",567.8
"4/16/2002 ","TRÊS MARIAS",567.8
"4/17/2002 ","TRÊS MARIAS",567.81
"4/18/2002 ","TRÊS MARIAS",567.82
"4/19/2002 ","TRÊS MARIAS",567.82
"4/20/2002 ","TRÊS MARIAS",567.83
"4/21/2002 ","TRÊS MARIAS",567.84
"4/22/2002 ","TRÊS MARIAS",567.84
"4/23/2002 ","TRÊS MARIAS",567.85
"4/24/2002 ","TRÊS MARIAS",567.84
"4/25/2002 ","TRÊS MARIAS",567.84
"4/26/2002 ","TRÊS MARIAS",567.84
"4/27/2002 ","TRÊS MARIAS",567.83
"4/28/2002 ","TRÊS MARIAS",567.83
"4/29/2002 ","TRÊS MARIAS",567.82
"4/30/2002 ","TRÊS MARIAS",567.82
"5/1/2002 ","TRÊS MARIAS",567.81
"5/2/2002 ","TRÊS MARIAS",567.79
"5/3/2002 ","TRÊS MARIAS",567.79
"5/4/2002 ","TRÊS MARIAS",567.78
"5/5/2002 ","TRÊS MARIAS",567.76
"5/6/2002 ","TRÊS MARIAS",567.76
"5/7/2002 ","TRÊS MARIAS",567.76
"5/8/2002 ","TRÊS MARIAS",567.74
"5/9/2002 ","TRÊS MARIAS",567.74
"5/10/2002 ","TRÊS MARIAS",567.73
"5/11/2002 ","TRÊS MARIAS",567.72
"5/12/2002 ","TRÊS MARIAS",567.71
"5/13/2002 ","TRÊS MARIAS",567.7
"5/14/2002 ","TRÊS MARIAS",567.69
"5/15/2002 ","TRÊS MARIAS",567.67
"5/16/2002 ","TRÊS MARIAS",567.66
"5/17/2002 ","TRÊS MARIAS",567.64
"5/18/2002 ","TRÊS MARIAS",567.63
"5/19/2002 ","TRÊS MARIAS",567.63
"5/20/2002 ","TRÊS MARIAS",567.61
"5/21/2002 ","TRÊS MARIAS",567.61
"5/22/2002 ","TRÊS MARIAS",567.61
"5/23/2002 ","TRÊS MARIAS",567.59
"5/24/2002 ","TRÊS MARIAS",567.58
"5/25/2002 ","TRÊS MARIAS",567.55
"5/26/2002 ","TRÊS MARIAS",567.53
"5/27/2002 ","TRÊS MARIAS",567.52
"5/28/2002 ","TRÊS MARIAS",567.49
"5/29/2002 ","TRÊS MARIAS",567.47
"5/30/2002 ","TRÊS MARIAS",567.44
"5/31/2002 ","TRÊS MARIAS",567.42
"6/1/2002 ","TRÊS MARIAS",567.42
"6/2/2002 ","TRÊS MARIAS",567.4
"6/3/2002 ","TRÊS MARIAS",567.39
"6/4/2002 ","TRÊS MARIAS",567.37
"6/5/2002 ","TRÊS MARIAS",567.35
"6/6/2002 ","TRÊS MARIAS",567.33
"6/7/2002 ","TRÊS MARIAS",567.31
"6/8/2002 ","TRÊS MARIAS",567.29
"6/9/2002 ","TRÊS MARIAS",567.27
"6/10/2002 ","TRÊS MARIAS",567.24
"6/11/2002 ","TRÊS MARIAS",567.22
"6/12/2002 ","TRÊS MARIAS",567.2
"6/13/2002 ","TRÊS MARIAS",567.18
"6/14/2002 ","TRÊS MARIAS",567.17
"6/15/2002 ","TRÊS MARIAS",567.16
"6/16/2002 ","TRÊS MARIAS",567.15
"6/17/2002 ","TRÊS MARIAS",567.12
"6/18/2002 ","TRÊS MARIAS",567.07
"6/19/2002 ","TRÊS MARIAS",567.04
"6/20/2002 ","TRÊS MARIAS",566.99
"6/21/2002 ","TRÊS MARIAS",566.95
"6/22/2002 ","TRÊS MARIAS",566.91
"6/23/2002 ","TRÊS MARIAS",566.88
"6/24/2002 ","TRÊS MARIAS",566.84
"6/25/2002 ","TRÊS MARIAS",566.82
"6/26/2002 ","TRÊS MARIAS",566.78
"6/27/2002 ","TRÊS MARIAS",566.74
"6/28/2002 ","TRÊS MARIAS",566.71
"6/29/2002 ","TRÊS MARIAS",566.67
"6/30/2002 ","TRÊS MARIAS",566.64
"7/1/2002 ","TRÊS MARIAS",566.6
"7/2/2002 ","TRÊS MARIAS",566.57
"7/3/2002 ","TRÊS MARIAS",566.54
"7/4/2002 ","TRÊS MARIAS",566.5
"7/5/2002 ","TRÊS MARIAS",566.47
"7/6/2002 ","TRÊS MARIAS",566.43
"7/7/2002 ","TRÊS MARIAS",566.39
"7/8/2002 ","TRÊS MARIAS",566.36
"7/9/2002 ","TRÊS MARIAS",566.32
"7/10/2002 ","TRÊS MARIAS",566.28
"7/11/2002 ","TRÊS MARIAS",566.27
"7/12/2002 ","TRÊS MARIAS",566.23
"7/13/2002 ","TRÊS MARIAS",566.19
"7/14/2002 ","TRÊS MARIAS",566.16
"7/15/2002 ","TRÊS MARIAS",566.12
"7/16/2002 ","TRÊS MARIAS",566.09
"7/17/2002 ","TRÊS MARIAS",566.06
"7/18/2002 ","TRÊS MARIAS",566.03
"7/19/2002 ","TRÊS MARIAS",565.99
"7/20/2002 ","TRÊS MARIAS",565.95
"7/21/2002 ","TRÊS MARIAS",565.92
"7/22/2002 ","TRÊS MARIAS",565.87
"7/23/2002 ","TRÊS MARIAS",565.84
"7/24/2002 ","TRÊS MARIAS",565.81
"7/25/2002 ","TRÊS MARIAS",565.78
"7/26/2002 ","TRÊS MARIAS",565.74
"7/27/2002 ","TRÊS MARIAS",565.7
"7/28/2002 ","TRÊS MARIAS",565.66
"7/29/2002 ","TRÊS MARIAS",565.61
"7/30/2002 ","TRÊS MARIAS",565.58
"7/31/2002 ","TRÊS MARIAS",565.54
"8/1/2002 ","TRÊS MARIAS",565.5
"8/2/2002 ","TRÊS MARIAS",565.46
"8/3/2002 ","TRÊS MARIAS",565.42
"8/4/2002 ","TRÊS MARIAS",565.38
"8/5/2002 ","TRÊS MARIAS",565.34
"8/6/2002 ","TRÊS MARIAS",565.3
"8/7/2002 ","TRÊS MARIAS",565.25
"8/8/2002 ","TRÊS MARIAS",565.2
"8/9/2002 ","TRÊS MARIAS",565.16
"8/10/2002 ","TRÊS MARIAS",565.12
"8/11/2002 ","TRÊS MARIAS",565.09
"8/12/2002 ","TRÊS MARIAS",565.05
"8/13/2002 ","TRÊS MARIAS",565
"8/14/2002 ","TRÊS MARIAS",564.96
"8/15/2002 ","TRÊS MARIAS",564.92
"8/16/2002 ","TRÊS MARIAS",564.87
"8/17/2002 ","TRÊS MARIAS",564.81
"8/18/2002 ","TRÊS MARIAS",564.75
"8/19/2002 ","TRÊS MARIAS",564.69
"8/20/2002 ","TRÊS MARIAS",564.65
"8/21/2002 ","TRÊS MARIAS",564.61
"8/22/2002 ","TRÊS MARIAS",564.57
"8/23/2002 ","TRÊS MARIAS",564.54
"8/24/2002 ","TRÊS MARIAS",564.46
"8/25/2002 ","TRÊS MARIAS",564.39
"8/26/2002 ","TRÊS MARIAS",564.32
"8/27/2002 ","TRÊS MARIAS",564.26
"8/28/2002 ","TRÊS MARIAS",564.21
"8/29/2002 ","TRÊS MARIAS",564.14
"8/30/2002 ","TRÊS MARIAS",564.06
"8/31/2002 ","TRÊS MARIAS",564.02
"9/1/2002 ","TRÊS MARIAS",563.9
"9/2/2002 ","TRÊS MARIAS",563.82
"9/3/2002 ","TRÊS MARIAS",563.73
"9/4/2002 ","TRÊS MARIAS",563.66
"9/5/2002 ","TRÊS MARIAS",563.6
"9/6/2002 ","TRÊS MARIAS",563.56
"9/7/2002 ","TRÊS MARIAS",563.5
"9/8/2002 ","TRÊS MARIAS",563.45
"9/9/2002 ","TRÊS MARIAS",563.36
"9/10/2002 ","TRÊS MARIAS",563.29
"9/11/2002 ","TRÊS MARIAS",563.21
"9/12/2002 ","TRÊS MARIAS",563.14
"9/13/2002 ","TRÊS MARIAS",563.07
"9/14/2002 ","TRÊS MARIAS",562.99
"9/15/2002 ","TRÊS MARIAS",562.92
"9/16/2002 ","TRÊS MARIAS",562.84
"9/17/2002 ","TRÊS MARIAS",562.76
"9/18/2002 ","TRÊS MARIAS",562.68
"9/19/2002 ","TRÊS MARIAS",562.6
"9/20/2002 ","TRÊS MARIAS",562.52
"9/21/2002 ","TRÊS MARIAS",562.44
"9/22/2002 ","TRÊS MARIAS",562.38
"9/23/2002 ","TRÊS MARIAS",562.33
"9/24/2002 ","TRÊS MARIAS",562.28
"9/25/2002 ","TRÊS MARIAS",562.25
"9/26/2002 ","TRÊS MARIAS",562.18
"9/27/2002 ","TRÊS MARIAS",562.11
"9/28/2002 ","TRÊS MARIAS",562.02
"9/29/2002 ","TRÊS MARIAS",561.97
"9/30/2002 ","TRÊS MARIAS",561.9
"10/1/2002 ","TRÊS MARIAS",561.84
"10/2/2002 ","TRÊS MARIAS",561.77
"10/3/2002 ","TRÊS MARIAS",561.69
"10/4/2002 ","TRÊS MARIAS",561.61
"10/5/2002 ","TRÊS MARIAS",561.53
"10/6/2002 ","TRÊS MARIAS",561.46
"10/7/2002 ","TRÊS MARIAS",561.37
"10/8/2002 ","TRÊS MARIAS",561.28
"10/9/2002 ","TRÊS MARIAS",561.21
"10/10/2002 ","TRÊS MARIAS",561.12
"10/11/2002 ","TRÊS MARIAS",561.03
"10/12/2002 ","TRÊS MARIAS",560.94
"10/13/2002 ","TRÊS MARIAS",560.85
"10/14/2002 ","TRÊS MARIAS",560.76
"10/15/2002 ","TRÊS MARIAS",560.67
"10/16/2002 ","TRÊS MARIAS",560.58
"10/17/2002 ","TRÊS MARIAS",560.49
"10/18/2002 ","TRÊS MARIAS",560.34
"10/19/2002 ","TRÊS MARIAS",560.25
"10/20/2002 ","TRÊS MARIAS",560.14
"10/21/2002 ","TRÊS MARIAS",560.04
"10/22/2002 ","TRÊS MARIAS",559.97
"10/23/2002 ","TRÊS MARIAS",559.87
"10/24/2002 ","TRÊS MARIAS",559.77
"10/25/2002 ","TRÊS MARIAS",559.66
"10/26/2002 ","TRÊS MARIAS",559.58
"10/27/2002 ","TRÊS MARIAS",559.57
"10/28/2002 ","TRÊS MARIAS",559.39
"10/29/2002 ","TRÊS MARIAS",559.3
"10/30/2002 ","TRÊS MARIAS",559.23
"10/31/2002 ","TRÊS MARIAS",559.14
"11/1/2002 ","TRÊS MARIAS",559.08
"11/2/2002 ","TRÊS MARIAS",559.01
"11/3/2002 ","TRÊS MARIAS",558.94
"11/4/2002 ","TRÊS MARIAS",558.86
"11/5/2002 ","TRÊS MARIAS",558.84
"11/6/2002 ","TRÊS MARIAS",558.9
"11/7/2002 ","TRÊS MARIAS",558.85
"11/8/2002 ","TRÊS MARIAS",558.78
"11/9/2002 ","TRÊS MARIAS",558.72
"11/10/2002 ","TRÊS MARIAS",558.67
"11/11/2002 ","TRÊS MARIAS",558.61
"11/12/2002 ","TRÊS MARIAS",558.57
"11/13/2002 ","TRÊS MARIAS",558.52
"11/14/2002 ","TRÊS MARIAS",558.44
"11/15/2002 ","TRÊS MARIAS",558.39
"11/16/2002 ","TRÊS MARIAS",558.32
"11/17/2002 ","TRÊS MARIAS",558.26
"11/18/2002 ","TRÊS MARIAS",558.18
"11/19/2002 ","TRÊS MARIAS",558.12
"11/20/2002 ","TRÊS MARIAS",558.03
"11/21/2002 ","TRÊS MARIAS",557.97
"11/22/2002 ","TRÊS MARIAS",557.95
"11/23/2002 ","TRÊS MARIAS",557.92
"11/24/2002 ","TRÊS MARIAS",557.87
"11/25/2002 ","TRÊS MARIAS",557.82
"11/26/2002 ","TRÊS MARIAS",557.77
"11/27/2002 ","TRÊS MARIAS",557.73
"11/28/2002 ","TRÊS MARIAS",557.68
"11/29/2002 ","TRÊS MARIAS",557.63
"11/30/2002 ","TRÊS MARIAS",557.56
"12/1/2002 ","TRÊS MARIAS",557.49
"12/2/2002 ","TRÊS MARIAS",557.42
"12/3/2002 ","TRÊS MARIAS",557.34
"12/4/2002 ","TRÊS MARIAS",557.28
"12/5/2002 ","TRÊS MARIAS",557.18
"12/6/2002 ","TRÊS MARIAS",557.06
"12/7/2002 ","TRÊS MARIAS",556.97
"12/8/2002 ","TRÊS MARIAS",556.89
"12/9/2002 ","TRÊS MARIAS",556.84
"12/10/2002 ","TRÊS MARIAS",556.87
"12/11/2002 ","TRÊS MARIAS",556.89
"12/12/2002 ","TRÊS MARIAS",556.88
"12/13/2002 ","TRÊS MARIAS",556.91
"12/14/2002 ","TRÊS MARIAS",557.18
"12/15/2002 ","TRÊS MARIAS",557.35
"12/16/2002 ","TRÊS MARIAS",557.49
"12/17/2002 ","TRÊS MARIAS",557.63
"12/18/2002 ","TRÊS MARIAS",557.72
"12/19/2002 ","TRÊS MARIAS",557.81
"12/20/2002 ","TRÊS MARIAS",557.88
"12/21/2002 ","TRÊS MARIAS",557.94
"12/22/2002 ","TRÊS MARIAS",558
"12/23/2002 ","TRÊS MARIAS",558.01
"12/24/2002 ","TRÊS MARIAS",558.03
"12/25/2002 ","TRÊS MARIAS",558.06
"12/26/2002 ","TRÊS MARIAS",558.16
"12/27/2002 ","TRÊS MARIAS",558.19
"12/28/2002 ","TRÊS MARIAS",558.2
"12/29/2002 ","TRÊS MARIAS",558.22
"12/30/2002 ","TRÊS MARIAS",558.22
"12/31/2002 ","TRÊS MARIAS",558.25
"1/1/2003 ","TRÊS MARIAS",558.31
"1/2/2003 ","TRÊS MARIAS",558.35
"1/3/2003 ","TRÊS MARIAS",558.4
"1/4/2003 ","TRÊS MARIAS",558.51
"1/5/2003 ","TRÊS MARIAS",558.64
"1/6/2003 ","TRÊS MARIAS",558.74
"1/7/2003 ","TRÊS MARIAS",558.87
"1/8/2003 ","TRÊS MARIAS",558.99
"1/9/2003 ","TRÊS MARIAS",559.11
"1/10/2003 ","TRÊS MARIAS",559.26
"1/11/2003 ","TRÊS MARIAS",559.34
"1/12/2003 ","TRÊS MARIAS",559.4
"1/13/2003 ","TRÊS MARIAS",559.48
"1/14/2003 ","TRÊS MARIAS",559.55
"1/15/2003 ","TRÊS MARIAS",559.66
"1/16/2003 ","TRÊS MARIAS",559.76
"1/17/2003 ","TRÊS MARIAS",559.9
"1/18/2003 ","TRÊS MARIAS",560.05
"1/19/2003 ","TRÊS MARIAS",560.26
"1/20/2003 ","TRÊS MARIAS",560.57
"1/21/2003 ","TRÊS MARIAS",560.8
"1/22/2003 ","TRÊS MARIAS",561
"1/23/2003 ","TRÊS MARIAS",561.2
"1/24/2003 ","TRÊS MARIAS",561.39
"1/25/2003 ","TRÊS MARIAS",561.56
"1/26/2003 ","TRÊS MARIAS",561.72
"1/27/2003 ","TRÊS MARIAS",561.82
"1/28/2003 ","TRÊS MARIAS",561.92
"1/29/2003 ","TRÊS MARIAS",562.05
"1/30/2003 ","TRÊS MARIAS",562.22
"1/31/2003 ","TRÊS MARIAS",562.37
"2/1/2003 ","TRÊS MARIAS",562.53
"2/2/2003 ","TRÊS MARIAS",562.72
"2/3/2003 ","TRÊS MARIAS",562.87
"2/4/2003 ","TRÊS MARIAS",562.97
"2/5/2003 ","TRÊS MARIAS",563.07
"2/6/2003 ","TRÊS MARIAS",563.16
"2/7/2003 ","TRÊS MARIAS",563.23
"2/8/2003 ","TRÊS MARIAS",563.29
"2/9/2003 ","TRÊS MARIAS",563.35
"2/10/2003 ","TRÊS MARIAS",563.4
"2/11/2003 ","TRÊS MARIAS",563.46
"2/12/2003 ","TRÊS MARIAS",563.49
"2/13/2003 ","TRÊS MARIAS",563.52
"2/14/2003 ","TRÊS MARIAS",563.54
"2/15/2003 ","TRÊS MARIAS",563.56
"2/16/2003 ","TRÊS MARIAS",563.64
"2/17/2003 ","TRÊS MARIAS",563.67
"2/18/2003 ","TRÊS MARIAS",563.73
"2/19/2003 ","TRÊS MARIAS",563.85
"2/20/2003 ","TRÊS MARIAS",564
"2/21/2003 ","TRÊS MARIAS",564.06
"2/22/2003 ","TRÊS MARIAS",564.11
"2/23/2003 ","TRÊS MARIAS",564.14
"2/24/2003 ","TRÊS MARIAS",564.15
"2/25/2003 ","TRÊS MARIAS",564.16
"2/26/2003 ","TRÊS MARIAS",564.16
"2/27/2003 ","TRÊS MARIAS",564.16
"2/28/2003 ","TRÊS MARIAS",564.14
"3/1/2003 ","TRÊS MARIAS",564.13
"3/2/2003 ","TRÊS MARIAS",564.11
"3/3/2003 ","TRÊS MARIAS",564.08
"3/4/2003 ","TRÊS MARIAS",564.1
"3/5/2003 ","TRÊS MARIAS",564.11
"3/6/2003 ","TRÊS MARIAS",564.12
"3/7/2003 ","TRÊS MARIAS",564.09
"3/8/2003 ","TRÊS MARIAS",564.08
"3/9/2003 ","TRÊS MARIAS",564.05
"3/10/2003 ","TRÊS MARIAS",564.05
"3/11/2003 ","TRÊS MARIAS",564.04
"3/12/2003 ","TRÊS MARIAS",564.04
"3/13/2003 ","TRÊS MARIAS",564.03
"3/14/2003 ","TRÊS MARIAS",564.06
"3/15/2003 ","TRÊS MARIAS",564.1
"3/16/2003 ","TRÊS MARIAS",564.17
"3/17/2003 ","TRÊS MARIAS",564.19
"3/18/2003 ","TRÊS MARIAS",564.35
"3/19/2003 ","TRÊS MARIAS",564.45
"3/20/2003 ","TRÊS MARIAS",564.54
"3/21/2003 ","TRÊS MARIAS",564.6
"3/22/2003 ","TRÊS MARIAS",564.68
"3/23/2003 ","TRÊS MARIAS",564.76
"3/24/2003 ","TRÊS MARIAS",564.81
"3/25/2003 ","TRÊS MARIAS",564.84
"3/26/2003 ","TRÊS MARIAS",564.92
"3/27/2003 ","TRÊS MARIAS",564.94
"3/28/2003 ","TRÊS MARIAS",564.94
"3/29/2003 ","TRÊS MARIAS",564.94
"3/30/2003 ","TRÊS MARIAS",564.95
"3/31/2003 ","TRÊS MARIAS",564.95
"4/1/2003 ","TRÊS MARIAS",564.94
"4/2/2003 ","TRÊS MARIAS",564.9
"4/3/2003 ","TRÊS MARIAS",564.9
"4/4/2003 ","TRÊS MARIAS",564.88
"4/5/2003 ","TRÊS MARIAS",564.88
"4/6/2003 ","TRÊS MARIAS",564.88
"4/7/2003 ","TRÊS MARIAS",564.91
"4/8/2003 ","TRÊS MARIAS",564.91
"4/9/2003 ","TRÊS MARIAS",564.93
"4/10/2003 ","TRÊS MARIAS",564.93
"4/11/2003 ","TRÊS MARIAS",564.94
"4/12/2003 ","TRÊS MARIAS",564.94
"4/13/2003 ","TRÊS MARIAS",564.94
"4/14/2003 ","TRÊS MARIAS",564.94
"4/15/2003 ","TRÊS MARIAS",564.94
"4/16/2003 ","TRÊS MARIAS",564.94
"4/17/2003 ","TRÊS MARIAS",564.93
"4/18/2003 ","TRÊS MARIAS",564.92
"4/19/2003 ","TRÊS MARIAS",564.91
"4/20/2003 ","TRÊS MARIAS",564.9
"4/21/2003 ","TRÊS MARIAS",564.88
"4/22/2003 ","TRÊS MARIAS",564.88
"4/23/2003 ","TRÊS MARIAS",564.86
"4/24/2003 ","TRÊS MARIAS",564.84
"4/25/2003 ","TRÊS MARIAS",564.82
"4/26/2003 ","TRÊS MARIAS",564.8
"4/27/2003 ","TRÊS MARIAS",564.78
"4/28/2003 ","TRÊS MARIAS",564.76
"4/29/2003 ","TRÊS MARIAS",564.75
"4/30/2003 ","TRÊS MARIAS",564.73
"5/1/2003 ","TRÊS MARIAS",564.7
"5/2/2003 ","TRÊS MARIAS",564.68
"5/3/2003 ","TRÊS MARIAS",564.67
"5/4/2003 ","TRÊS MARIAS",564.64
"5/5/2003 ","TRÊS MARIAS",564.65
"5/6/2003 ","TRÊS MARIAS",564.63
"5/7/2003 ","TRÊS MARIAS",564.63
"5/8/2003 ","TRÊS MARIAS",564.62
"5/9/2003 ","TRÊS MARIAS",564.61
"5/10/2003 ","TRÊS MARIAS",564.6
"5/11/2003 ","TRÊS MARIAS",564.59
"5/12/2003 ","TRÊS MARIAS",564.57
"5/13/2003 ","TRÊS MARIAS",564.54
"5/14/2003 ","TRÊS MARIAS",564.51
"5/15/2003 ","TRÊS MARIAS",564.48
"5/16/2003 ","TRÊS MARIAS",564.47
"5/17/2003 ","TRÊS MARIAS",564.44
"5/18/2003 ","TRÊS MARIAS",564.41
"5/19/2003 ","TRÊS MARIAS",564.39
"5/20/2003 ","TRÊS MARIAS",564.36
"5/21/2003 ","TRÊS MARIAS",564.33
"5/22/2003 ","TRÊS MARIAS",564.31
"5/23/2003 ","TRÊS MARIAS",564.28
"5/24/2003 ","TRÊS MARIAS",564.26
"5/25/2003 ","TRÊS MARIAS",564.23
"5/26/2003 ","TRÊS MARIAS",564.2
"5/27/2003 ","TRÊS MARIAS",564.17
"5/28/2003 ","TRÊS MARIAS",564.13
"5/29/2003 ","TRÊS MARIAS",564.12
"5/30/2003 ","TRÊS MARIAS",564.09
"5/31/2003 ","TRÊS MARIAS",564.06
"6/1/2003 ","TRÊS MARIAS",564.04
"6/2/2003 ","TRÊS MARIAS",564
"6/3/2003 ","TRÊS MARIAS",563.97
"6/4/2003 ","TRÊS MARIAS",563.94
"6/5/2003 ","TRÊS MARIAS",563.91
"6/6/2003 ","TRÊS MARIAS",563.88
"6/7/2003 ","TRÊS MARIAS",563.86
"6/8/2003 ","TRÊS MARIAS",563.83
"6/9/2003 ","TRÊS MARIAS",563.8
"6/10/2003 ","TRÊS MARIAS",563.76
"6/11/2003 ","TRÊS MARIAS",563.73
"6/12/2003 ","TRÊS MARIAS",563.69
"6/13/2003 ","TRÊS MARIAS",563.66
"6/14/2003 ","TRÊS MARIAS",563.63
"6/15/2003 ","TRÊS MARIAS",563.6
"6/16/2003 ","TRÊS MARIAS",563.56
"6/17/2003 ","TRÊS MARIAS",563.53
"6/18/2003 ","TRÊS MARIAS",563.5
"6/19/2003 ","TRÊS MARIAS",563.46
"6/20/2003 ","TRÊS MARIAS",563.42
"6/21/2003 ","TRÊS MARIAS",563.38
"6/22/2003 ","TRÊS MARIAS",563.35
"6/23/2003 ","TRÊS MARIAS",563.31
"6/24/2003 ","TRÊS MARIAS",563.28
"6/25/2003 ","TRÊS MARIAS",563.21
"6/26/2003 ","TRÊS MARIAS",563.15
"6/27/2003 ","TRÊS MARIAS",563.1
"6/28/2003 ","TRÊS MARIAS",563.06
"6/29/2003 ","TRÊS MARIAS",563.02
"6/30/2003 ","TRÊS MARIAS",562.99
"7/1/2003 ","TRÊS MARIAS",562.95
"7/2/2003 ","TRÊS MARIAS",562.93
"7/3/2003 ","TRÊS MARIAS",562.89
"7/4/2003 ","TRÊS MARIAS",562.86
"7/5/2003 ","TRÊS MARIAS",562.83
"7/6/2003 ","TRÊS MARIAS",562.79
"7/7/2003 ","TRÊS MARIAS",562.75
"7/8/2003 ","TRÊS MARIAS",562.72
"7/9/2003 ","TRÊS MARIAS",562.68
"7/10/2003 ","TRÊS MARIAS",562.65
"7/11/2003 ","TRÊS MARIAS",562.62
"7/12/2003 ","TRÊS MARIAS",562.6
"7/13/2003 ","TRÊS MARIAS",562.56
"7/14/2003 ","TRÊS MARIAS",562.52
"7/15/2003 ","TRÊS MARIAS",562.47
"7/16/2003 ","TRÊS MARIAS",562.44
"7/17/2003 ","TRÊS MARIAS",562.39
